City,Furnishing,BHK,Property_Type,Price_Lac
Bangalore,Unfurnished,5,Flat,747.0
Bangalore,Unfurnished,5,Flat,1630.0
Bangalore,Unfurnished,5,Villa,537.0
Bangalore,Unfurnished,5,Villa,239.0
Bangalore,Semi-Furnished,5,House,1850.0
Bangalore,Semi-Furnished,5,Villa,370.0
Bangalore,Semi-Furnished,5,House,450.0
Bangalore,Unfurnished,5,Villa,820.0
Bangalore,Unfurnished,5,Villa,1270.0
Bangalore,Unfurnished,5,Flat,640.0
Bangalore,Semi-Furnished,5,Flat,1172.0
Bangalore,Semi-Furnished,5,House,600.0
Bangalore,Unfurnished,5,Villa,325.0
Bangalore,Unfurnished,5,Flat,787.0
Bangalore,Unfurnished,5,Villa,589.0
Bangalore,Furnished,5,Flat,750.0
Bangalore,Unfurnished,5,Villa,600.0
Bangalore,Unfurnished,5,Villa,484.0
Bangalore,Unfurnished,5,Villa,415.0
Bangalore,Unfurnished,5,Flat,280.0
Bangalore,Unfurnished,5,Flat,700.0
Bangalore,Unfurnished,5,Flat,552.0
Bangalore,Unfurnished,5,Flat,850.0
Bangalore,Furnished,5,Villa,900.0
Kolkata,Unfurnished,5,Flat,465.0
Kolkata,Unfurnished,5,Flat,558.0
Kolkata,Unfurnished,5,Flat,560.0
Kolkata,Unfurnished,5,Flat,506.0
Kolkata,Unfurnished,5,Flat,484.0
Kolkata,Unfurnished,5,Flat,1450.0
Kolkata,Unfurnished,5,Flat,465.0
Kolkata,Unfurnished,5,Flat,568.0
Kolkata,Unfurnished,5,Flat,568.0
Kolkata,Unfurnished,5,Flat,568.0
Kolkata,Unfurnished,5,Flat,558.0
Kolkata,Unfurnished,5,Flat,558.0
Kolkata,Unfurnished,5,Flat,563.0
Kolkata,Unfurnished,5,Flat,706.0
Kolkata,Unfurnished,5,Flat,484.0
Kolkata,Unfurnished,5,Flat,215.0
Kolkata,Unfurnished,5,Flat,430.0
Kolkata,Unfurnished,5,Flat,490.0
Kolkata,Unfurnished,5,Villa,139.0
Kolkata,Unfurnished,5,Flat,438.0
Kolkata,Unfurnished,5,Flat,348.0
Kolkata,Unfurnished,5,Flat,606.0
Kolkata,Furnished,5,Flat,300.0
Kolkata,Unfurnished,5,Flat,750.0
Kolkata,Unfurnished,5,Flat,449.0
Kolkata,Unfurnished,5,Flat,350.0
Kolkata,Semi-Furnished,5,Flat,450.0
Kolkata,Unfurnished,5,Flat,273.0
Kolkata,Unfurnished,5,Flat,394.0
Kolkata,Unfurnished,5,Flat,505.0
Gurgaon,Unfurnished,5,Flat,867.0
Gurgaon,Semi-Furnished,5,Flat,500.0
Gurgaon,Semi-Furnished,5,Flat,610.0
Gurgaon,Semi-Furnished,5,Flat,675.0
Gurgaon,Unfurnished,5,Villa,1750.0
Gurgaon,Unfurnished,5,Flat,1300.0
Gurgaon,Semi-Furnished,5,Flat,1800.0
Gurgaon,Semi-Furnished,5,Flat,1950.0
Gurgaon,Semi-Furnished,5,Villa,2700.0
Gurgaon,Semi-Furnished,5,Flat,625.0
Gurgaon,Semi-Furnished,5,Flat,965.0
Gurgaon,Semi-Furnished,5,Flat,470.0
Gurgaon,Semi-Furnished,5,Flat,310.0
Gurgaon,Semi-Furnished,5,Villa,1800.0
Gurgaon,Semi-Furnished,5,House,1300.0
Gurgaon,Furnished,5,Villa,1900.0
Gurgaon,Furnished,5,Flat,1050.0
Gurgaon,Semi-Furnished,5,Flat,806.0
Gurgaon,Semi-Furnished,5,Flat,869.0
Gurgaon,Unfurnished,5,Flat,774.0
Gurgaon,Unfurnished,5,Flat,625.0
Gurgaon,Semi-Furnished,5,Flat,495.0
Gurgaon,Semi-Furnished,5,Flat,650.0
Gurgaon,Unfurnished,5,Flat,1576.0
Gurgaon,Semi-Furnished,5,Villa,2100.0
Gurgaon,Semi-Furnished,5,Flat,550.0
Gurgaon,Semi-Furnished,5,Flat,1800.0
Gurgaon,Semi-Furnished,5,Flat,675.0
Gurgaon,Semi-Furnished,5,Villa,1300.0
Gurgaon,Semi-Furnished,5,Flat,414.0
Chennai,Unfurnished,5,Villa,280.0
Chennai,Unfurnished,5,Villa,168.0
Chennai,Unfurnished,5,Flat,1223.0
Chennai,Unfurnished,5,Villa,875.0
Chennai,Unfurnished,5,Flat,760.0
Chennai,Furnished,5,Villa,236.0
Chennai,Semi-Furnished,5,Villa,600.0
Chennai,Furnished,5,Flat,330.0
Chennai,Furnished,5,Flat,260.0
Chennai,Unfurnished,5,Villa,275.0
Chennai,Semi-Furnished,5,House,198.0
Chennai,Unfurnished,5,Villa,225.0
Chennai,Unfurnished,5,Flat,760.0
Chennai,Unfurnished,5,Flat,144.0
Chennai,Unfurnished,5,Flat,550.0
Chennai,Semi-Furnished,5,Villa,195.0
Chennai,Semi-Furnished,5,Villa,330.0
Chennai,Unfurnished,5,House,210.0
Chennai,Semi-Furnished,5,Villa,900.0
Chennai,Furnished,5,House,550.0
Chennai,Furnished,5,Villa,1000.0
Chennai,Semi-Furnished,5,Villa,300.0
Chennai,Furnished,5,Flat,600.0
Chennai,Semi-Furnished,5,Villa,1485.0
Chennai,Semi-Furnished,5,Flat,630.0
Chennai,Unfurnished,5,Villa,800.0
Chennai,Semi-Furnished,5,House,1200.0
Chennai,Semi-Furnished,5,Flat,661.0
Chennai,Unfurnished,5,Villa,160.0
Chennai,Semi-Furnished,5,House,294.0
Hyderabad,Unfurnished,5,Villa,920.0
Hyderabad,Unfurnished,5,Villa,162.0
Hyderabad,Unfurnished,5,Villa,483.0
Hyderabad,Unfurnished,5,Flat,602.0
Hyderabad,Unfurnished,5,Flat,471.0
Hyderabad,Unfurnished,5,Villa,534.0
Hyderabad,Unfurnished,5,Villa,672.0
Hyderabad,Unfurnished,5,Flat,990.0
Hyderabad,Unfurnished,5,Flat,684.0
Hyderabad,Semi-Furnished,5,Villa,1100.0
Hyderabad,Semi-Furnished,5,Villa,430.0
Hyderabad,Unfurnished,5,Flat,745.0
Hyderabad,Furnished,5,Villa,750.0
Hyderabad,Semi-Furnished,5,House,1845.0
Hyderabad,Semi-Furnished,5,House,650.0
Hyderabad,Unfurnished,5,Villa,850.0
Hyderabad,Unfurnished,5,Villa,267.0
Hyderabad,Unfurnished,5,Flat,627.0
Hyderabad,Unfurnished,5,Villa,1300.0
Hyderabad,Furnished,5,Villa,1300.0
Hyderabad,Semi-Furnished,5,House,175.0
Hyderabad,Semi-Furnished,5,House,275.0
Hyderabad,Furnished,5,Villa,710.0
Hyderabad,Furnished,5,House,170.0
Hyderabad,Unfurnished,5,Flat,419.0
Hyderabad,Unfurnished,5,Villa,472.0
Hyderabad,Semi-Furnished,5,Villa,1350.0
Hyderabad,Unfurnished,5,Flat,509.0
Hyderabad,Unfurnished,5,House,910.0
Hyderabad,Unfurnished,5,Villa,1300.0
Pune,Semi-Furnished,5,Flat,230.0
Pune,Unfurnished,5,Flat,360.0
Pune,Unfurnished,5,Villa,198.0
Pune,Unfurnished,5,Flat,258.0
Pune,Unfurnished,5,Flat,340.0
Pune,Semi-Furnished,5,Flat,477.0
Pune,Semi-Furnished,5,Flat,250.0
Pune,Unfurnished,5,Flat,319.0
Pune,Unfurnished,5,Flat,125.0
Pune,Semi-Furnished,5,Flat,645.0
Pune,Furnished,5,Villa,850.0
Pune,Unfurnished,5,Flat,235.0
Pune,Unfurnished,5,Flat,626.0
Pune,Unfurnished,5,Flat,295.0
Pune,Unfurnished,5,Flat,237.0
Pune,Unfurnished,5,Flat,371.0
Pune,Unfurnished,5,Flat,371.0
Pune,Unfurnished,5,Flat,626.0
Pune,Unfurnished,5,Flat,370.0
Pune,Furnished,5,Flat,1800.0
Pune,Unfurnished,5,Flat,266.0
Pune,Semi-Furnished,5,Flat,1100.0
Pune,Unfurnished,5,Flat,349.0
Pune,Unfurnished,5,Flat,600.0
Pune,Semi-Furnished,5,Flat,390.0
Pune,Semi-Furnished,5,Villa,395.0
Pune,Furnished,5,Villa,800.0
Pune,Unfurnished,5,Flat,400.0
Pune,Unfurnished,5,Flat,611.0
Pune,Furnished,5,Flat,785.0
Trivandrum,Furnished,3,House,300.0
Kannur,Furnished,3,House,200.0
Trivandrum,Semi-Furnished,2,Flat,60.0
Trivandrum,Furnished,2,House,75.0
Shimala,Furnished,2,House,88.0
Palakad,Furnished,4,House,220.0
Kollam,Furnished,2,Flat,77.0
Trivandrum,Furnished,3,Flat,120.0
